"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.690822125E0,-3.871549072E0,-7.175777893E0,-1.136900803E1
2.700884125E0,-3.609144745E0,-1.453971451E1,-1.276964539E1
2.710947125E0,-4.209097137E0,-2.441258377E1,-1.075139236E1
2.721010125E0,-4.779560852E0,-2.489398270E1,-7.342231750E-1
2.731073125E0,-7.031477966E0,-2.819132584E1,2.019151154E0
2.741136125E0,-5.797144775E0,-3.596810394E1,3.409310303E0
2.751198125E0,-6.695576477E-1,-4.072027176E1,9.048683167E-1
2.761261125E0,3.763922882E0,-4.172603027E1,3.808979187E0
2.771324125E0,4.475992126E0,-3.877925812E1,4.877906342E0
2.781387125E0,2.307152252E0,-3.138388687E1,1.501826935E0
2.791450125E0,8.771759033E-1,-2.540142746E1,-9.882449341E-1
2.801513125E0,9.370513916E-2,-2.238789413E1,1.628613281E-1
2.811575125E0,-1.634151764E0,-2.287857376E1,8.732839966E-1
2.821638125E0,-3.389252014E0,-2.371907593E1,-4.611909485E-1
2.831701125E0,-3.072211304E0,-2.211022156E1,-2.725083160E0
2.841764625E0,-2.617456970E0,-2.009017227E1,-3.310066681E0
2.851827625E0,-3.286715240E0,-1.907887527E1,-3.213367767E0
2.861890625E0,-4.819527740E0,-1.785277496E1,-3.780688019E0
2.871952625E0,-6.743776245E0,-1.631307678E1,-4.208648071E0
2.882015625E0,-8.151299286E0,-1.508652740E1,-3.430117035E0
2.892078625E0,-8.243956604E0,-1.281260605E1,-2.649789734E0
2.902141625E0,-7.796686707E0,-9.955647125E0,-2.726430359E0
2.912204625E0,-7.856412506E0,-7.611821136E0,-1.078357544E0
2.922267625E0,-6.823260956E0,-5.761518860E0,-1.141226807E0
2.932329625E0,-4.816983032E0,-4.447401581E0,-1.395098877E0
2.942392625E0,-2.708318024E0,-3.248843994E0,-1.060095520E0
2.952455625E0,-8.506809998E-1,-1.695823517E0,-1.237925720E0
2.962518625E0,2.597099304E-1,-6.688092041E-1,-8.029302979E-1
2.972581625E0,1.292412415E0,-6.960525513E-2,4.090992737E-1
2.982644625E0,2.084415436E0,4.984634399E-2,2.233655090E0
2.992706625E0,2.700234833E0,-1.984872437E-1,3.246598663E0
3.002769625E0,3.026107178E0,-7.963439941E-2,3.220103760E0
3.012832625E0,2.952909393E0,9.026229858E-2,2.983445892E0
3.022895625E0,2.594105530E0,1.531315613E-1,2.353106689E0
3.032958625E0,2.402803345E0,3.620970154E-1,1.832339630E0
3.043021625E0,2.228415985E0,6.372248840E-1,1.745520172E0
3.053083625E0,1.934577026E0,7.764353943E-1,1.456022186E0
3.063146625E0,1.287173309E0,7.312294006E-1,1.286873932E0
