"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.993166208E0,3.938759308E0,-4.918771362E0,9.550140381E-2
3.003168208E0,3.933969269E0,-4.871619415E0,1.332229614E-2
3.013169208E0,3.835923157E0,-4.942871246E0,-4.191284180E-3
3.023171208E0,3.769760742E0,-5.277874603E0,-2.281256104E-1
3.033172208E0,3.736080780E0,-5.932762756E0,-4.575984192E-1
3.043174208E0,3.636687469E0,-6.739135895E0,-7.209008789E-1
3.053176208E0,3.539838867E0,-7.297624512E0,-7.592211914E-1
3.063177208E0,3.393293610E0,-7.496710510E0,-5.137316895E-1
3.073179208E0,3.350782013E0,-7.632627869E0,-3.388952637E-1
3.083180208E0,3.503614197E0,-7.785609741E0,-1.282832336E-1
3.093182208E0,3.827540588E0,-7.929610291E0,1.360670471E-1
3.103183208E0,4.347858582E0,-8.098908234E0,2.555186462E-1
3.113185208E0,5.192701721E0,-8.358917542E0,2.561174011E-1
3.123187208E0,6.244714050E0,-8.756939850E0,3.323089600E-2
3.133188208E0,6.881639557E0,-9.488019562E0,-2.809657288E-1
3.143190208E0,6.925797729E0,-1.053254745E1,-9.202862549E-1
3.153191208E0,7.035968628E0,-1.113803833E1,-1.676363983E0
3.163193208E0,7.418722687E0,-1.107561813E1,-1.974693604E0
3.173194208E0,7.934250641E0,-1.070947952E1,-1.865869904E0
3.183196208E0,9.273515625E0,-1.009545639E1,-1.551373901E0
3.193197208E0,1.093715607E1,-9.109007721E0,-1.163380737E0
3.203199208E0,1.184397034E1,-7.862998810E0,-9.150471497E-1
3.213201208E0,1.233764374E1,-6.675518188E0,-7.942483521E-1
3.223202208E0,1.265243912E1,-5.879473572E0,-5.767506409E-1
3.233204208E0,1.306977127E1,-5.599256287E0,-4.722679138E-1
3.243205208E0,1.358050919E1,-5.892346802E0,-5.728587341E-1
3.253207208E0,1.413645309E1,-6.560407562E0,-7.634124756E-1
3.263208208E0,1.464674194E1,-7.329508209E0,-8.074209595E-1
3.273210208E0,1.523307266E1,-8.080496521E0,-6.520440674E-1
3.283212208E0,1.554682022E1,-8.767567749E0,-7.653584290E-1
3.293213208E0,1.575249252E1,-9.228010254E0,-1.002914429E0
3.303215208E0,1.581132019E1,-9.075327759E0,-8.152047729E-1
3.313216208E0,1.609483063E1,-8.137677612E0,-4.448748779E-1
3.323218208E0,1.620844437E1,-7.760611725E0,-5.568420410E-2
3.333219208E0,1.703128326E1,-6.932234344E0,3.784130859E-1
3.343221208E0,1.626308075E1,-6.799161072E0,9.900411987E-1
3.353223208E0,1.641681107E1,-6.164780273E0,1.355730743E0
3.363224208E0,1.595487167E1,-5.719456329E0,1.726210327E0
3.373226208E0,1.535222488E1,-5.011728058E0,1.875749359E0
3.383227208E0,1.492172012E1,-4.562063141E0,2.140099640E0
3.393229208E0,1.465437607E1,-4.190984802E0,2.287992096E0
3.403230208E0,1.436368057E1,-3.679947510E0,2.235451355E0
3.413232208E0,1.402179153E1,-3.128344574E0,2.090702362E0
3.423234208E0,1.360146561E1,-2.687062225E0,2.033221893E0
3.433235208E0,1.304731796E1,-2.358645172E0,1.951042786E0
3.443237208E0,1.249855911E1,-2.126927032E0,1.871408386E0
3.453238208E0,1.204170914E1,-1.981429596E0,1.925146637E0
3.463240208E0,1.171074738E1,-1.945204926E0,1.983225861E0
3.473241208E0,1.154549103E1,-1.971101074E0,1.936672668E0
3.483243208E0,1.155626862E1,-1.866917725E0,1.836081848E0
3.493245208E0,1.153815628E1,-1.494192810E0,1.500779114E0
3.503246208E0,1.104717728E1,-1.091979218E0,1.055754547E0
3.513248208E0,1.049168243E1,-9.946815491E-1,5.399272156E-1
3.523249208E0,9.903705139E0,-1.111289062E0,3.073109436E-1
3.533251208E0,9.308692474E0,-1.230740662E0,3.058140564E-1
3.543252208E0,8.969348145E0,-1.447938995E0,4.673281860E-1
3.553254208E0,8.989556122E0,-1.687890015E0,1.023122406E0
3.563256208E0,9.000633087E0,-1.882784729E0,1.521286469E0
3.573257208E0,9.167386322E0,-1.913171539E0,1.995500336E0
3.583259208E0,9.575437775E0,-1.833836517E0,2.385140076E0
3.593260208E0,9.786947937E0,-1.792971497E0,2.463427277E0
3.603262208E0,1.000294876E1,-1.838925934E0,2.412832489E0
3.613263208E0,1.019215530E1,-2.034569092E0,2.398013306E0
3.623265208E0,1.029274612E1,-2.280956726E0,2.390379181E0
3.633266208E0,1.051683014E1,-2.510279846E0,2.423759766E0
3.643268208E0,1.107906097E1,-2.811902618E0,2.350412292E0
3.653270208E0,1.190594147E1,-3.095712433E0,2.324815521E0
3.663271208E0,1.296828232E1,-3.245401154E0,2.195484467E0
3.673273208E0,1.371687561E1,-3.404370575E0,1.966760101E0
3.683274208E0,1.412777115E1,-3.638483734E0,1.529818726E0
