"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.944515500E0,4.047283630E0,-1.188229065E1,-3.005899200E0
3.954578500E0,5.219945068E0,-1.126692032E1,-4.378395081E-1
3.964641500E0,5.361849976E0,-1.103924377E1,1.409468994E0
3.974704500E0,4.876110077E0,-1.136915771E1,2.310744781E0
3.984767500E0,4.552632751E0,-1.148816025E1,2.656525726E0
3.994830500E0,4.496499481E0,-1.132035919E1,2.179767151E0
4.004893500E0,4.624782715E0,-1.121378082E1,1.681603088E0
4.014956500E0,4.545298004E0,-1.128907425E1,1.768871613E0
4.025020500E0,4.159999237E0,-1.139101227E1,1.519340515E0
4.035083500E0,3.484454041E0,-1.159234360E1,-2.378553772E-1
4.045146375E0,2.369123383E0,-1.237237152E1,-3.175795898E0
4.055209375E0,1.657652893E0,-1.368349503E1,-5.763913879E0
